_id,parent_id,wtype,creation_cost,upgrade_cost,attack,max_attack,element,element_attack,element_2,element_2_attack,awaken,awaken_attack,defense,sharpness,affinity,horn_notes,shelling_type,phial,charges,coatings,recoil,reload_speed,rapid_fire,deviation,ammo,special_ammo,num_slots,tree_depth,final,family
931077,931076,"Insect Glaive",0,35000,210,0,Dragon,27,"",0,"",0,15,"8.1.10.12.4.0.0 8.1.10.12.6.0.0 8.1.10.12.8.1.0",0,,,,,,,,,,,,2,0,0,3637
931078,931077,"Insect Glaive",0,37500,240,0,Dragon,29,"",0,"",0,15,"6.4.9.12.3.1.0 6.4.9.12.3.3.0 6.4.9.12.3.6.0",0,,,,,,,,,,,,2,0,0,3637
931079,931078,"Insect Glaive",0,40000,300,0,Dragon,31,"",0,"",0,20,"6.5.11.12.3.3.0 6.5.11.12.3.5.0 6.5.11.12.3.6.2",0,,,,,,,,,,,,2,0,1,3637
931329,0,"Insect Glaive",1450,0,100,0,Water,10,"",0,"",0,10,"3.5.17.5.0.0.0 3.5.17.7.0.0.0 3.5.17.10.0.0.0",5,,,,,,,,,,,,0,0,0,3638
931330,931329,"Insect Glaive",0,2900,110,0,Water,11,"",0,"",0,10,"6.3.15.6.0.0.0 6.3.15.8.0.0.0 6.3.15.10.1.0.0",5,,,,,,,,,,,,0,0,0,3638
931331,931330,"Insect Glaive",0,4350,120,0,Water,12,"",0,"",0,10,"8.4.11.7.0.0.0 8.4.11.9.0.0.0 8.4.11.10.2.0.0",5,,,,,,,,,,,,0,0,0,3638
931332,931331,"Insect Glaive",0,18850,130,0,Water,13,"",0,"",0,10,"6.4.12.8.0.0.0 6.4.12.10.0.0.0 6.4.12.10.3.0.0",10,,,,,,,,,,,,0,0,0,3638
931333,931332,"Insect Glaive",0,20300,140,0,Water,14,"",0,"",0,10,"5.3.13.9.0.0.0 5.3.13.10.1.0.0 5.3.13.10.4.0.0",10,,,,,,,,,,,,0,0,0,3638
931334,931333,"Insect Glaive",0,21750,150,0,Water,15,"",0,"",0,10,"3.2.17.12.1.0.0 3.2.17.12.3.0.0 3.2.17.12.6.0.0",10,,,,,,,,,,,,0,0,0,3638
931335,931334,"Insect Glaive",0,23200,160,0,Water,16,"",0,"",0,10,"8.4.11.10.2.0.0 8.4.11.10.4.0.0 8.4.11.10.6.1.0",10,,,,,,,,,,,,0,0,0,3638
931336,931335,"Insect Glaive",0,24650,170,0,Water,17,"",0,"",0,10,"7.4.12.9.3.0.0 7.4.12.9.5.0.0 7.4.12.9.6.2.0",10,,,,,,,,,,,,0,0,0,3638
931337,931336,"Insect Glaive",0,26100,180,0,Water,18,"",0,"",0,10,"6.5.11.9.4.0.0 6.5.11.9.6.0.0 6.5.11.9.6.3.0",10,,,,,,,,,,,,0,0,0,3638
931338,931337,"Insect Glaive",0,27550,190,0,Water,20,"",0,"",0,10,"4.6.8.12.5.0.0 4.6.8.12.7.0.0 4.6.8.12.7.3.0",10,,,,,,,,,,,,0,0,0,3638
931339,931338,"Insect Glaive",0,29000,210,0,Water,22,"",0,"",0,15,"6.3.10.9.7.0.0 6.3.10.9.7.2.0 6.3.10.9.7.5.0",10,,,,,,,,,,,,0,0,0,3638
931340,931339,"Insect Glaive",0,30450,230,0,Water,23,"",0,"",0,15,"5.3.10.9.8.0.0 5.3.10.9.8.2.0 5.3.10.9.8.5.0",10,,,,,,,,,,,,0,0,0,3638
931341,931340,"Insect Glaive",0,31900,300,0,Water,24,"",0,"",0,15,"7.3.4.16.10.0.0 7.3.4.16.10.2.0 7.3.4.16.10.5.0",10,,,,,,,,,,,,0,0,0,3638
931342,931341,"Insect Glaive",0,33350,320,0,Water,25,"",0,"",0,20,"4.10.4.11.11.0.0 4.10.4.11.13.0.0 4.10.4.11.13.2.1",10,,,,,,,,,,,,0,0,0,3638
931343,931342,"Insect Glaive",0,34800,340,0,Water,26,"",0,"",0,20,"7.8.1.12.12.0.0 7.8.1.12.12.2.0 7.8.1.12.12.4.1",10,,,,,,,,,,,,0,0,1,3638
931585,0,"Insect Glaive",3400,0,140,0,"",0,"",0,"",0,0,"15.2.8.9.4.2.0 15.2.8.9.4.4.0 15.2.8.9.4.7.0",10,,,,,,,,,,,,0,0,0,3639
931586,931585,"Insect Glaive",0,6800,140,0,"",0,"",0,"",0,0,"18.2.6.7.5.2.0 18.2.6.7.5.4.0 18.2.6.7.5.7.0",10,,,,,,,,,,,,0,0,0,3639
931587,931586,"Insect Glaive",0,10200,150,0,"",0,"",0,"",0,0,"9.7.8.8.6.2.0 9.7.8.8.6.4.0 9.7.8.8.6.7.0",10,,,,,,,,,,,,0,0,0,3639
931588,931587,"Insect Glaive",0,13600,160,0,"",0,"",0,"",0,0,"7.4.12.9.6.2.0 7.4.12.9.6.4.0 7.4.12.9.6.7.0",10,,,,,,,,,,,,0,0,0,3639
931589,931588,"Insect Glaive",0,17000,160,0,"",0,"",0,"",0,0,"11.10.5.6.5.3.0 11.10.5.6.5.5.0 11.10.5.6.5.8.0",10,,,,,,,,,,,,0,0,0,3639
931590,931589,"Insect Glaive",0,20400,170,0,"",0,"",0,"",0,0,"9.4.11.7.6.3.0 9.4.11.7.6.5.0 9.4.11.7.6.8.0",10,,,,,,,,,,,,0,0,0,3639
931591,931590,"Insect Glaive",0,23800,180,0,"",0,"",0,"",0,0,"6.5.11.9.6.3.0 6.5.11.9.6.5.0 6.5.11.9.6.8.0",10,,,,,,,,,,,,0,0,0,3639
931592,931591,"Insect Glaive",0,27200,180,0,"",0,"",0,"",0,0,"8.10.6.7.5.4.0 8.10.6.7.5.6.0 8.10.6.7.5.9.0",10,,,,,,,,,,,,0,0,0,3639
931593,931592,"Insect Glaive",0,30600,190,0,"",0,"",0,"",0,0,"6.4.5.16.5.4.0 6.4.5.16.5.6.0 6.4.5.16.5.9.0",10,,,,,,,,,,,,0,0,0,3639
931594,931593,"Insect Glaive",0,34000,190,0,"",0,"",0,"",0,0,"8.2.3.17.5.5.0 8.2.3.17.5.7.0 8.2.3.17.5.10.0",15,,,,,,,,,,,,0,0,0,3639
931595,931594,"Insect Glaive",0,37400,220,0,"",0,"",0,"",0,0,"5.3.14.11.6.5.1 5.3.14.11.6.5.1 5.3.14.11.6.5.1",15,,,,,,,,,,,,0,0,0,3639
931596,931595,"Insect Glaive",0,40800,240,0,"",0,"",0,"",0,0,"11.4.10.7.7.4.2 11.4.10.7.7.4.2 11.4.10.7.7.4.2",15,,,,,,,,,,,,0,0,0,3639
931597,931596,"Insect Glaive",0,44200,260,0,"",0,"",0,"",0,0,"5.2.10.15.6.4.3 5.2.10.15.6.4.3 5.2.10.15.6.4.3",20,,,,,,,,,,,,0,0,0,3639
931598,931597,"Insect Glaive",0,47600,280,0,"",0,"",0,"",0,0,"4.3.11.14.5.4.4 4.3.11.14.5.4.4 4.3.11.14.5.4.4",20,,,,,,,,,,,,0,0,0,3639
931599,931598,"Insect Glaive",0,51000,300,0,"",0,"",0,"",0,0,"10.3.8.9.5.5.5 10.3.8.9.5.5.5 10.3.8.9.5.5.5",20,,,,,,,,,,,,0,0,1,3639
931841,0,"Insect Glaive",3450,0,150,0,"",0,"",0,"",0,10,"6.3.15.6.0.0.0 6.3.15.8.0.0.0 6.3.15.10.1.0.0",5,,,,,,,,,,,,0,0,0,3640
931842,931841,"Insect Glaive",0,6900,150,0,"",0,"",0,"",0,10,"8.4.11.7.0.0.0 8.4.11.9.0.0.0 8.4.11.10.2.0.0",5,,,,,,,,,,,,0,0,0,3640
931843,931842,"Insect Glaive",0,10350,160,0,"",0,"",0,"",0,10,"5.3.14.8.0.0.0 5.3.14.10.0.0.0 5.3.14.11.2.0.0",5,,,,,,,,,,,,0,0,0,3640
931844,931843,"Insect Glaive",0,13800,170,0,"",0,"",0,"",0,10,"5.4.12.9.0.0.0 5.4.12.11.0.0.0 5.4.12.12.2.0.0",5,,,,,,,,,,,,0,0,0,3640
931845,931844,"Insect Glaive",0,17250,180,0,"",0,"",0,"",0,10,"8.7.4.11.0.0.0 8.7.4.13.0.0.0 8.7.4.14.2.0.0",5,,,,,,,,,,,,0,0,0,3640
931846,931845,"Insect Glaive",0,20700,180,0,"",0,"",0,"",0,10,"5.2.10.13.0.0.0 5.2.10.15.0.0.0 5.2.10.15.3.0.0",5,,,,,,,,,,,,0,0,0,3640
931847,931846,"Insect Glaive",0,24150,190,0,"",0,"",0,"",0,10,"7.4.5.14.0.0.0 7.4.5.15.1.0.0 7.4.5.15.4.0.0",5,,,,,,,,,,,,0,0,0,3640
931848,931847,"Insect Glaive",0,27600,200,0,"",0,"",0,"",0,10,"6.4.5.15.0.0.0 6.4.5.16.1.0.0 6.4.5.16.4.0.0",5,,,,,,,,,,,,0,0,0,3640
931849,931848,"Insect Glaive",0,31050,210,0,"",0,"",0,"",0,10,"7.3.4.16.0.0.0 7.3.4.16.2.0.0 7.3.4.16.5.0.0",5,,,,,,,,,,,,0,0,0,3640
931850,931849,"Insect Glaive",0,34500,220,0,"",0,"",0,"",0,10,"8.2.3.17.0.0.0 8.2.3.17.2.0.0 8.2.3.17.5.0.0",5,,,,,,,,,,,,0,0,0,3640
931851,931850,"Insect Glaive",0,37950,300,0,"",0,"",0,"",0,15,"8.2.3.17.0.0.0 8.2.3.17.2.0.0 8.2.3.17.5.0.0",10,,,,,,,,,,,,0,0,0,3640
931852,931851,"Insect Glaive",0,41400,330,0,"",0,"",0,"",0,15,"9.5.3.18.0.0.0 9.5.3.18.2.0.0 9.5.3.18.5.0.0",10,,,,,,,,,,,,0,0,0,3640
931853,931852,"Insect Glaive",0,44850,350,0,"",0,"",0,"",0,20,"9.5.3.18.0.0.0 9.5.3.18.2.0.0 9.5.3.18.5.0.0",10,,,,,,,,,,,,0,0,0,3640
931854,931853,"Insect Glaive",0,48300,370,0,"",0,"",0,"",0,20,"8.5.3.19.0.0.0 8.5.3.19.2.0.0 8.5.3.19.5.0.0",10,,,,,,,,,,,,0,0,0,3640
931855,931854,"Insect Glaive",0,51750,380,0,"",0,"",0,"",0,25,"7.3.4.21.0.0.0 7.3.4.21.2.0.0 7.3.4.21.5.0.0",10,,,,,,,,,,,,0,0,1,3640
932097,0,"Insect Glaive",4400,0,170,0,Blastblight,21,"",0,"",0,0,"6.6.4.8.1.0.0 6.6.4.8.3.0.0 6.6.4.8.6.0.0",5,,,,,,,,,,,,0,0,0,3641
932098,932097,"Insect Glaive",0,8800,170,0,Blastblight,22,"",0,"",0,0,"7.3.10.9.1.0.0 7.3.10.9.3.0.0 7.3.10.9.6.0.0",5,,,,,,,,,,,,0,0,0,3641
932099,932098,"Insect Glaive",0,13200,170,0,Blastblight,23,"",0,"",0,0,"6.3.10.10.1.0.0 6.3.10.10.3.0.0 6.3.10.10.6.0.0",5,,,,,,,,,,,,0,0,0,3641
932100,932099,"Insect Glaive",0,17600,180,0,Blastblight,24,"",0,"",0,0,"3.2.17.12.1.0.0 3.2.17.12.3.0.0 3.2.17.12.6.0.0",5,,,,,,,,,,,,0,0,0,3641
932101,932100,"Insect Glaive",0,22000,180,0,Blastblight,25,"",0,"",0,0,"3.6.16.8.2.0.0 3.6.16.8.4.0.0 3.6.16.8.7.0.0",5,,,,,,,,,,,,0,0,0,3641
932102,932101,"Insect Glaive",0,26400,180,0,Blastblight,26,"",0,"",0,0,"17.2.8.5.3.0.0 17.2.8.5.5.0.0 17.2.8.5.7.1.0",5,,,,,,,,,,,,0,0,0,3641
932103,932102,"Insect Glaive",0,30800,190,0,Blastblight,27,"",0,"",0,0,"19.2.6.8.4.1.0 19.2.6.8.4.3.0 19.2.6.8.4.6.0",5,,,,,,,,,,,,0,0,0,3641
932104,932103,"Insect Glaive",0,35200,190,0,Blastblight,28,"",0,"",0,0,"8.4.11.10.6.1.0 8.4.11.10.6.3.0 8.4.11.10.6.6.0",5,,,,,,,,,,,,0,0,0,3641
932105,932104,"Insect Glaive",0,39600,190,0,Blastblight,29,"",0,"",0,0,"18.2.6.7.5.2.0 18.2.6.7.5.4.0 18.2.6.7.5.7.0",5,,,,,,,,,,,,0,0,0,3641
932106,932105,"Insect Glaive",0,44000,200,0,Blastblight,30,"",0,"",0,0,"7.4.12.9.6.2.0 7.4.12.9.6.4.0 7.4.12.9.6.7.0",5,,,,,,,,,,,,0,0,0,3641
932107,932106,"Insect Glaive",0,48400,260,0,Blastblight,38,"",0,"",0,0,"3.2.17.12.7.3.1 3.2.17.12.7.3.1 3.2.17.12.7.3.1",5,,,,,,,,,,,,0,0,0,3641
932108,932107,"Insect Glaive",0,52800,270,0,Blastblight,39,"",0,"",0,0,"3.6.16.8.7.4.1 3.6.16.8.7.4.1 3.6.16.8.7.4.1",5,,,,,,,,,,,,0,0,0,3641
932109,932108,"Insect Glaive",0,57200,280,0,Blastblight,40,"",0,"",0,0,"11.4.10.7.7.4.2 11.4.10.7.7.4.2 11.4.10.7.7.4.2",5,,,,,,,,,,,,0,0,0,3641
932110,932109,"Insect Glaive",0,61600,290,0,Blastblight,41,"",0,"",0,0,"9.7.12.4.6.5.2 9.7.12.4.6.5.2 9.7.12.4.6.5.2",5,,,,,,,,,,,,0,0,0,3641
932111,932110,"Insect Glaive",0,66000,300,0,Blastblight,42,"",0,"",0,0,"5.2.10.15.6.4.3 5.2.10.15.6.4.3 5.2.10.15.6.4.3",5,,,,,,,,,,,,0,0,1,3641
932353,0,"Insect Glaive",20000,0,160,0,"",0,"",0,"",0,0,"6.5.11.9.4.0.0 6.5.11.9.6.0.0 6.5.11.9.6.3.0",-20,,,,,,,,,,,,2,0,0,3642
932354,932353,"Insect Glaive",0,40000,180,0,"",0,"",0,"",0,0,"7.3.10.9.6.0.0 7.3.10.9.7.1.0 7.3.10.9.7.4.0",-20,,,,,,,,,,,,2,0,0,3642
932355,932354,"Insect Glaive",0,60000,200,0,"",0,"",0,"",0,0,"5.3.10.9.8.0.0 5.3.10.9.8.2.0 5.3.10.9.8.5.0",-20,,,,,,,,,,,,2,0,0,3642
932356,932355,"Insect Glaive",0,80000,270,0,"",0,"",0,"",0,0,"13.2.7.9.7.2.0 13.2.7.9.7.4.0 13.2.7.9.7.7.0",-20,,,,,,,,,,,,2,0,0,3642
932357,932356,"Insect Glaive",0,100000,330,0,"",0,"",0,"",0,0,"4.6.8.12.7.3.0 4.6.8.12.7.5.0 4.6.8.12.7.8.0",-20,,,,,,,,,,,,2,0,1,3642
932609,0,"Insect Glaive",20000,0,150,0,Thunder,26,"",0,"",0,0,"11.10.5.6.3.0.0 11.10.5.6.5.0.0 11.10.5.6.5.3.0",15,,,,,,,,,,,,3,0,0,3643
932610,932609,"Insect Glaive",0,40000,160,0,Thunder,28,"",0,"",0,0,"2.5.17.6.5.0.0 2.5.17.6.6.1.0 2.5.17.6.6.4.0",15,,,,,,,,,,,,3,0,0,3643
932611,932610,"Insect Glaive",0,60000,170,0,Thunder,30,"",0,"",0,0,"10.3.8.9.5.0.0 10.3.8.9.5.2.0 10.3.8.9.5.5.0",20,,,,,,,,,,,,3,0,0,3643
932612,932611,"Insect Glaive",0,80000,250,0,Thunder,32,"",0,"",0,0,"7.4.12.9.6.2.0 7.4.12.9.6.4.0 7.4.12.9.6.7.0",25,,,,,,,,,,,,3,0,0,3643
932613,932612,"Insect Glaive",0,100000,290,0,Thunder,35,"",0,"",0,0,"8.10.6.7.5.4.0 8.10.6.7.5.6.0 8.10.6.7.5.9.0",25,,,,,,,,,,,,3,0,1,3643
932865,0,"Insect Glaive",20000,0,140,0,Dragon,36,"",0,"",0,0,"7.4.12.9.3.0.0 7.4.12.9.5.0.0 7.4.12.9.6.2.0",10,,,,,,,,,,,,0,0,0,3644
932866,932865,"Insect Glaive",0,40000,150,0,Dragon,38,"",0,"",0,0,"13.2.7.9.4.0.0 13.2.7.9.6.0.0 13.2.7.9.7.2.0",10,,,,,,,,,,,,0,0,0,3644
932867,932866,"Insect Glaive",0,60000,160,0,Dragon,40,"",0,"",0,0,"7.3.11.8.6.0.0 7.3.11.8.8.0.0 7.3.11.8.9.2.0",10,,,,,,,,,,,,0,0,0,3644
932868,932867,"Insect Glaive",0,80000,250,0,Dragon,42,"",0,"",0,0,"10.3.3.10.9.0.0 10.3.3.10.10.1.0 10.3.3.10.10.4.0",15,,,,,,,,,,,,0,0,0,3644
932869,932868,"Insect Glaive",0,100000,300,0,Dragon,45,"",0,"",0,0,"7.3.4.16.10.0.0 7.3.4.16.10.2.0 7.3.4.16.10.5.0",20,,,,,,,,,,,,0,0,1,3644
933121,0,"Insect Glaive",58000,0,310,0,"",0,"",0,"",0,60,"4.6.23.3.2.1.1 4.6.23.3.2.1.3 4.6.23.3.2.1.6",0,,,,,,,,,,,,3,0,0,3645
933122,933121,"Insect Glaive",0,116000,320,0,"",0,"",0,"",0,60,"4.5.23.3.3.1.1 4.5.23.3.3.1.3 4.5.23.3.3.1.6",0,,,,,,,,,,,,3,0,0,3645
933123,933122,"Insect Glaive",0,174000,330,0,"",0,"",0,"",0,60,"6.2.24.3.2.1.2 6.2.24.3.2.1.4 6.2.24.3.2.1.7",0,,,,,,,,,,,,3,0,1,3645
933377,0,"Insect Glaive",16000,0,150,0,Dragon,35,"",0,"",0,0,"20.0.0.0.0.5.0 20.0.0.0.0.7.0 20.0.0.0.0.10.0",0,,,,,,,,,,,,1,0,0,3646
933378,933377,"Insect Glaive",0,32000,170,0,Dragon,37,"",0,"",0,0,"18.0.0.0.0.7.0 18.0.0.0.0.9.0 18.0.0.0.0.12.0",0,,,,,,,,,,,,1,0,0,3646
933379,933378,"Insect Glaive",0,48000,210,0,Dragon,39,"",0,"",0,0,"20.0.0.0.0.10.0 20.0.0.0.0.12.0 20.0.0.0.0.15.0",0,,,,,,,,,,,,2,0,0,3646
933380,933379,"Insect Glaive",0,64000,240,0,Dragon,41,"",0,"",0,0,"20.0.0.0.0.15.0 20.0.0.0.0.17.0 20.0.0.0.0.20.0",0,,,,,,,,,,,,2,0,0,3646
933381,933380,"Insect Glaive",0,80000,260,0,Dragon,43,"",0,"",0,0,"20.0.0.0.0.20.0 20.0.0.0.0.22.0 20.0.0.0.0.25.0",0,,,,,,,,,,,,2,0,0,3646
933382,933381,"Insect Glaive",0,96000,280,0,Dragon,45,"",0,"",0,0,"20.0.0.0.0.25.0 20.0.0.0.0.25.0 20.0.0.0.0.25.0",0,,,,,,,,,,,,2,0,1,3646
933633,0,"Insect Glaive",15000,0,230,0,Thunder,16,"",0,"",0,0,"4.6.23.3.2.1.1 4.6.23.3.2.1.3 4.6.23.3.2.1.6",30,,,,,,,,,,,,0,0,0,3647
933634,933633,"Insect Glaive",0,30000,240,0,Thunder,17,"",0,"",0,0,"4.5.23.3.3.1.1 4.5.23.3.3.1.3 4.5.23.3.3.1.6",30,,,,,,,,,,,,0,0,0,3647
933635,933634,"Insect Glaive",0,45000,250,0,Thunder,18,"",0,"",0,0,"9.14.6.3.5.2.1 9.14.6.3.5.2.3 9.14.6.3.5.2.6",35,,,,,,,,,,,,0,0,0,3647
933636,933635,"Insect Glaive",0,60000,270,0,Thunder,19,"",0,"",0,0,"8.8.11.3.7.1.2 8.8.11.3.7.1.4 8.8.11.3.7.1.7",35,,,,,,,,,,,,0,0,0,3647
933637,933636,"Insect Glaive",0,75000,290,0,Thunder,20,"",0,"",0,0,"9.8.5.7.4.5.2 9.8.5.7.4.5.4 9.8.5.7.4.5.7",40,,,,,,,,,,,,0,0,1,3647
933889,0,"Insect Glaive",15000,0,240,0,Water,23,"",0,"",0,0,"19.2.6.8.4.1.0 19.2.6.8.4.3.0 19.2.6.8.4.6.0",15,,,,,,,,,,,,0,0,0,3648
933890,933889,"Insect Glaive",0,30000,260,0,Water,24,"",0,"",0,0,"5.3.15.12.3.2.0 5.3.15.12.3.4.0 5.3.15.12.3.7.0",15,,,,,,,,,,,,0,0,0,3648
933891,933890,"Insect Glaive",0,45000,280,0,Water,25,"",0,"",0,0,"15.2.8.9.4.2.0 15.2.8.9.4.4.0 15.2.8.9.4.7.0",15,,,,,,,,,,,,0,0,0,3648
933892,933891,"Insect Glaive",0,60000,300,0,Water,26,"",0,"",0,0,"6.5.11.12.3.3.0 6.5.11.12.3.5.0 6.5.11.12.3.6.2",20,,,,,,,,,,,,0,0,0,3648
933893,933892,"Insect Glaive",0,75000,320,0,Water,27,"",0,"",0,0,"4.3.11.14.5.3.0 4.3.11.14.5.4.1 4.3.11.14.5.4.4",20,,,,,,,,,,,,0,0,1,3648
934145,0,"Insect Glaive",15000,0,340,0,Ice,21,"",0,"",0,10,"11.5.6.8.0.0.0 11.5.6.10.0.0.0 11.5.6.12.1.0.0",5,,,,,,,,,,,,0,0,0,3649
934146,934145,"Insect Glaive",0,30000,350,0,Ice,22,"",0,"",0,10,"8.6.7.9.0.0.0 8.6.7.10.1.0.0 8.6.7.10.4.0.0",5,,,,,,,,,,,,0,0,0,3649
934147,934146,"Insect Glaive",0,45000,360,0,Ice,23,"",0,"",0,10,"5.7.8.10.0.0.0 5.7.8.10.2.0.0 5.7.8.10.5.0.0",5,,,,,,,,,,,,0,0,0,3649
934148,934147,"Insect Glaive",0,60000,370,0,Ice,24,"",0,"",0,10,"6.4.9.11.0.0.0 6.4.9.12.1.0.0 6.4.9.12.3.1.0",5,,,,,,,,,,,,0,0,0,3649
934149,934148,"Insect Glaive",0,75000,380,0,Ice,25,"",0,"",0,10,"5.3.15.12.0.0.0 5.3.15.12.2.0.0 5.3.15.12.3.2.0",5,,,,,,,,,,,,0,0,1,3649
934401,0,"Insect Glaive",17000,0,330,0,"",0,"",0,"",0,0,"19.2.6.8.4.1.0 19.2.6.8.4.3.0 19.2.6.8.4.6.0",-30,,,,,,,,,,,,0,0,0,3650
934402,934401,"Insect Glaive",0,34000,340,0,"",0,"",0,"",0,0,"11.4.10.9.5.1.0 11.4.10.9.5.3.0 11.4.10.9.5.6.0",-30,,,,,,,,,,,,0,0,0,3650
934403,934402,"Insect Glaive",0,51000,350,0,"",0,"",0,"",0,0,"8.4.11.10.6.1.0 8.4.11.10.6.3.0 8.4.11.10.6.6.0",-30,,,,,,,,,,,,0,0,0,3650
934404,934403,"Insect Glaive",0,68000,360,0,"",0,"",0,"",0,0,"9.2.9.13.5.2.0 9.2.9.13.5.4.0 9.2.9.13.5.7.0",-30,,,,,,,,,,,,0,0,0,3650
934405,934404,"Insect Glaive",0,85000,370,0,"",0,"",0,"",0,0,"5.2.10.15.6.2.0 5.2.10.15.6.4.0 5.2.10.15.6.4.3",-30,,,,,,,,,,,,0,0,1,3650
934657,0,"Insect Glaive",13000,0,250,0,"",0,"",0,"",0,0,"9.10.3.9.3.6.0 9.10.3.9.3.8.0 9.10.3.9.3.11.0",5,,,,,,,,,,,,0,0,0,3651
934658,934657,"Insect Glaive",0,26000,270,0,"",0,"",0,"",0,0,"13.5.3.9.3.7.0 13.5.3.9.3.9.0 13.5.3.9.3.12.0",5,,,,,,,,,,,,0,0,0,3651
934659,934658,"Insect Glaive",0,39000,290,0,"",0,"",0,"",0,0,"7.6.2.11.5.9.0 7.6.2.11.5.11.0 7.6.2.11.5.13.1",5,,,,,,,,,,,,0,0,0,3651
934660,934659,"Insect Glaive",0,52000,310,0,"",0,"",0,"",0,0,"6.6.3.14.1.10.0 6.6.3.14.1.12.0 6.6.3.14.1.13.2",5,,,,,,,,,,,,0,0,0,3651
934661,934660,"Insect Glaive",0,65000,330,0,"",0,"",0,"",0,0,"1.2.6.16.3.12.0 1.2.6.16.3.14.0 1.2.6.16.3.14.3",5,,,,,,,,,,,,0,0,1,3651
934913,0,"Insect Glaive",60000,0,280,0,Dragon,43,"",0,"",0,18,"9.6.12.6.2.0.0 9.6.12.6.4.0.0 9.6.12.6.6.1.0",0,,,,,,,,,,,,2,0,0,3652
934914,934913,"Insect Glaive",0,120000,290,0,Dragon,45,"",0,"",0,18,"11.13.7.7.2.0.0 11.13.7.7.4.0.0 11.13.7.7.5.1.1",0,,,,,,,,,,,,2,0,0,3652
934915,934914,"Insect Glaive",0,180000,310,0,Dragon,48,"",0,"",0,20,"17.6.4.9.3.1.0 17.6.4.9.3.3.0 17.6.4.9.3.4.2",0,,,,,,,,,,,,3,0,1,3652
935169,0,"Insect Glaive",65000,0,310,0,Blastblight,52,"",0,"",0,0,"18.2.6.7.2.0.0 18.2.6.7.4.0.0 18.2.6.7.5.2.0",15,,,,,,,,,,,,3,0,0,3653
935170,935169,"Insect Glaive",0,130000,320,0,Blastblight,53,"",0,"",0,0,"11.13.7.7.2.0.0 11.13.7.7.4.0.0 11.13.7.7.5.1.1",15,,,,,,,,,,,,3,0,0,3653
935171,935170,"Insect Glaive",0,195000,330,0,Blastblight,55,"",0,"",0,0,"7.12.9.9.3.0.0 7.12.9.9.4.1.0 7.12.9.9.4.1.3",15,,,,,,,,,,,,3,0,1,3653
935425,0,"Insect Glaive",70000,0,290,0,Thunder,42,"",0,"",0,0,"3.7.16.7.1.1.0 3.7.16.7.1.3.0 3.7.16.7.1.6.0",0,,,,,,,,,,,,0,0,0,3654
935426,935425,"Insect Glaive",0,140000,310,0,Thunder,43,"",0,"",0,0,"6.4.9.12.3.1.0 6.4.9.12.3.3.0 6.4.9.12.3.6.0",0,,,,,,,,,,,,0,0,0,3654
935427,935426,"Insect Glaive",0,210000,330,0,Thunder,45,"",0,"",0,0,"5.2.20.9.1.3.0 5.2.20.9.1.4.1 5.2.20.9.1.4.4",0,,,,,,,,,,,,0,0,1,3654
935681,923907,"Insect Glaive",0,56000,260,0,Blastblight,40,"",0,"",0,0,"11.4.10.9.5.1.0 11.4.10.9.5.3.0 11.4.10.9.5.6.0",0,,,,,,,,,,,,1,0,0,3655
935682,935681,"Insect Glaive",0,112000,270,0,Blastblight,42,"",0,"",0,0,"9.7.8.8.6.2.0 9.7.8.8.6.4.0 9.7.8.8.6.6.1",0,,,,,,,,,,,,1,0,0,3655
935683,935682,"Insect Glaive",0,168000,290,0,Blastblight,45,"",0,"",0,0,"8.5.9.8.7.3.0 8.5.9.8.7.5.0 8.5.9.8.7.5.3",0,,,,,,,,,,,,1,0,1,3655
935937,0,"Insect Glaive",52000,0,300,0,Dragon,7,"",0,"",0,0,"8.4.11.10.6.1.0 8.4.11.10.6.3.0 8.4.11.10.6.6.0",10,,,,,,,,,,,,0,0,0,3656
935938,935937,"Insect Glaive",0,104000,310,0,Dragon,8,"",0,"",0,0,"9.7.8.8.6.2.0 9.7.8.8.6.4.0 9.7.8.8.6.6.1",10,,,,,,,,,,,,0,0,0,3656
935939,935938,"Insect Glaive",0,156000,330,0,Dragon,9,"",0,"",0,0,"10.9.7.4.7.3.0 10.9.7.4.7.5.0 10.9.7.4.7.6.2",10,,,,,,,,,,,,0,0,1,3656
936193,918020,"Insect Glaive",14000,14000,200,0,Fire,20,"",0,"",0,20,"8.4.11.7.0.0.0 8.4.11.9.0.0.0 8.4.11.10.2.0.0",0,,,,,,,,,,,,0,0,0,3657
936194,936193,"Insect Glaive",28000,28000,220,0,Fire,22,"",0,"",0,20,"6.5.11.8.0.0.0 6.5.11.9.1.0.0 6.5.11.9.4.0.0",0,,,,,,,,,,,,0,0,0,3657
936195,936194,"Insect Glaive",0,42000,290,0,Fire,25,"",0,"",0,25,"9.7.8.8.3.0.0 9.7.8.8.5.0.0 9.7.8.8.6.2.0",0,,,,,,,,,,,,1,0,0,3657
936196,936195,"Insect Glaive",0,56000,310,0,Fire,27,"",0,"",0,25,"11.4.10.9.5.1.0 11.4.10.9.5.3.0 11.4.10.9.5.6.0",0,,,,,,,,,,,,1,0,0,3657
936197,936196,"Insect Glaive",0,70000,330,0,Fire,30,"",0,"",0,30,"9.7.8.8.6.2.0 9.7.8.8.6.4.0 9.7.8.8.6.6.1",0,,,,,,,,,,,,2,0,1,3657
